Year|Company Name|Model ID|Section|Part Name|ATA-Capter (Ref No.)|Part ID (Component Code)|Place of Repair|Part Nos|Repair Code|Repair Description|Comments|Repair Type|TAT Days|Price per ea (USD)|pack_flag|Service Count|MapDrop|Package Flag
2019|GE|CFM56-5B|Combustor, HPT|COWL, COMBUSTION CHAMBER INNER|72-42-01|42A|Plant 23 - Singapore|9531M11G02|Standard Repair|"002 :  Weld repair and resize
SB720237 :  Combustor Chamber Inner Cowl Bolt Inspection
"||OEM REPAIR|14.0|1785|1.0|2|COWL, COMBUSTION CHAMBER INNER|
2019|GE|CFM56-5B|Combustor, HPT|COWL, COMBUSTION CHAMBER INNER|72-42-01|42A|Plant 23 - Singapore|9531M11G02|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|0.0|277|0.0|1|COWL, COMBUSTION CHAMBER INNER|
2019|GE|CFM56-5B|Combustor, HPT|COWL, COMBUSTION CHAMBER OUTER|72-42-01|42B|Plant 23 - Singapore|1968M59G01|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|7.0|277|0.0|1|COWL, COMBUSTION CHAMBER OUTER|
2019|GE|CFM56-5B|Combustor, HPT|COWL, COMBUSTION CHAMBER OUTER|72-42-01|42B|Plant 23 - Singapore|1968M59G01|Standard Repair|"001 :  Weld repair and resize
SB720327 :  Introduction of New Outer Cowl with Increased Durability
"||OEM REPAIR|14.0|1780|1.0|2|COWL, COMBUSTION CHAMBER OUTER|
2019|GE|CFM56-5B|Combustor, HPT|RETAINER, HPT BLADE, REAR|72-52-06|524|ACSC|2410M51P01|R002|R002 : Repair dimension D||OEM REPAIR|7.0|17910|0.0|1|RETAINER, HPT BLADE, REAR|
2019|GE|CFM56-5B|Combustor, HPT|RETAINER, HPT BLADE, REAR|72-52-06|524|ACSC|2410M51P01|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|14.0|1580|0.0|1|RETAINER, HPT BLADE, REAR|
2019|GE|CFM56-5B|Combustor, HPT|RETAINER, HPT BLADE, REAR|72-52-06|524|ACSC|2410M51P01|R003|R003 : Thermal Spray Repair of Diameter E||OEM REPAIR|7.0|16760|0.0|1|RETAINER, HPT BLADE, REAR|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R006|R006 : Dimensional restoration||OEM REPAIR|0.0|17815|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|7.0|4290|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R001|R001 : Repair threaded holes||OEM REPAIR|3.0|2510|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R007|R007 : Replace OGV configuration I||OEM REPAIR|42.0|96370|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|SB720538|SB720538 : Upgrade to replace cast OGV with forged configuration||OEM REPAIR|42.0|106140|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R008|R008 : Repair fretting on HPT cooling pad||OEM REPAIR|7.0|7530|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R002|R002 : Blend outlet guide vanes||OEM REPAIR|7.0|4020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R016|R016 : Diameters M and S repair with T-800 coating||OEM REPAIR|0.0|14020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R015|R015 : Repair of aft case inner diameter||OEM REPAIR|0.0|6270|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R012|R012 : Aft End Replacement||OEM REPAIR|28.0|106980|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R019|R019 : Weld Repair of OGV Inner Wall||OEM REPAIR|7.0|25755|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R023|R023 : Thermal spray for the inner band wall of the outlet guide vane||OEM REPAIR|7.0|9465|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R028|R028 : Replacement of the Outlet Guide Vane Diffuser||OEM REPAIR|90.0|85935|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R026|R026 : Inner wall blend repair||OEM REPAIR|28.0|5500|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G07|R027|R027 : Repair of Damaged Jackscrew Holes||OEM REPAIR|0.0|1325|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R006|R006 : Dimensional restoration||OEM REPAIR|0.0|17815|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|7.0|4290|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R001|R001 : Repair threaded holes||OEM REPAIR|3.0|2510|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R007|R007 : Replace OGV configuration I||OEM REPAIR|42.0|96370|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|SB720538|SB720538 : Upgrade to replace cast OGV with forged configuration||OEM REPAIR|42.0|106140|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R008|R008 : Repair fretting on HPT cooling pad||OEM REPAIR|7.0|7530|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R002|R002 : Blend outlet guide vanes||OEM REPAIR|7.0|4020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R016|R016 : Diameters M and S repair with T-800 coating||OEM REPAIR|0.0|14020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R015|R015 : Repair of aft case inner diameter||OEM REPAIR|0.0|6270|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R012|R012 : Aft End Replacement||OEM REPAIR|28.0|106980|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R019|R019 : Weld Repair of OGV Inner Wall||OEM REPAIR|7.0|25755|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R023|R023 : Thermal spray for the inner band wall of the outlet guide vane||OEM REPAIR|7.0|9465|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R028|R028 : Replacement of the Outlet Guide Vane Diffuser||OEM REPAIR|90.0|85935|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R026|R026 : Inner wall blend repair||OEM REPAIR|28.0|5500|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G05|R027|R027 : Repair of Damaged Jackscrew Holes||OEM REPAIR|0.0|1325|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R006|R006 : Dimensional restoration||OEM REPAIR|0.0|17815|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|7.0|4290|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R001|R001 : Repair threaded holes||OEM REPAIR|3.0|2510|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R007|R007 : Replace OGV configuration I||OEM REPAIR|42.0|96370|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|SB720538|SB720538 : Upgrade to replace cast OGV with forged configuration||OEM REPAIR|42.0|106140|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R008|R008 : Repair fretting on HPT cooling pad||OEM REPAIR|7.0|7530|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R002|R002 : Blend outlet guide vanes||OEM REPAIR|7.0|4020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R016|R016 : Diameters M and S repair with T-800 coating||OEM REPAIR|0.0|14020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R015|R015 : Repair of aft case inner diameter||OEM REPAIR|0.0|6270|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R012|R012 : Aft End Replacement||OEM REPAIR|28.0|106980|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R019|R019 : Weld Repair of OGV Inner Wall||OEM REPAIR|7.0|25755|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R023|R023 : Thermal spray for the inner band wall of the outlet guide vane||OEM REPAIR|7.0|9465|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R028|R028 : Replacement of the Outlet Guide Vane Diffuser||OEM REPAIR|90.0|85935|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R026|R026 : Inner wall blend repair||OEM REPAIR|28.0|5500|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1498M52G12|R027|R027 : Repair of Damaged Jackscrew Holes||OEM REPAIR|0.0|1325|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R006|R006 : Dimensional restoration||OEM REPAIR|0.0|17815|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|7.0|4290|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R001|R001 : Repair threaded holes||OEM REPAIR|3.0|2510|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R007|R007 : Replace OGV configuration I||OEM REPAIR|42.0|96370|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|SB720538|SB720538 : Upgrade to replace cast OGV with forged configuration||OEM REPAIR|42.0|106140|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R008|R008 : Repair fretting on HPT cooling pad||OEM REPAIR|7.0|7530|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R002|R002 : Blend outlet guide vanes||OEM REPAIR|7.0|4020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R016|R016 : Diameters M and S repair with T-800 coating||OEM REPAIR|0.0|14020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R015|R015 : Repair of aft case inner diameter||OEM REPAIR|0.0|6270|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R012|R012 : Aft End Replacement||OEM REPAIR|28.0|106980|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R019|R019 : Weld Repair of OGV Inner Wall||OEM REPAIR|7.0|25755|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R023|R023 : Thermal spray for the inner band wall of the outlet guide vane||OEM REPAIR|7.0|9465|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R028|R028 : Replacement of the Outlet Guide Vane Diffuser||OEM REPAIR|90.0|85935|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R026|R026 : Inner wall blend repair||OEM REPAIR|28.0|5500|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G03|R027|R027 : Repair of Damaged Jackscrew Holes||OEM REPAIR|0.0|1325|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R006|R006 : Dimensional restoration||OEM REPAIR|0.0|17815|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|7.0|4290|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R001|R001 : Repair threaded holes||OEM REPAIR|3.0|2510|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R007|R007 : Replace OGV configuration I||OEM REPAIR|42.0|96370|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|SB720538|SB720538 : Upgrade to replace cast OGV with forged configuration||OEM REPAIR|42.0|106140|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R008|R008 : Repair fretting on HPT cooling pad||OEM REPAIR|7.0|7530|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R002|R002 : Blend outlet guide vanes||OEM REPAIR|7.0|4020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R016|R016 : Diameters M and S repair with T-800 coating||OEM REPAIR|0.0|14020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R015|R015 : Repair of aft case inner diameter||OEM REPAIR|0.0|6270|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R012|R012 : Aft End Replacement||OEM REPAIR|28.0|106980|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R019|R019 : Weld Repair of OGV Inner Wall||OEM REPAIR|7.0|25755|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R023|R023 : Thermal spray for the inner band wall of the outlet guide vane||OEM REPAIR|7.0|9465|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R028|R028 : Replacement of the Outlet Guide Vane Diffuser||OEM REPAIR|90.0|85935|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R026|R026 : Inner wall blend repair||OEM REPAIR|28.0|5500|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|2002M92G02|R027|R027 : Repair of Damaged Jackscrew Holes||OEM REPAIR|0.0|1325|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R006|R006 : Dimensional restoration||OEM REPAIR|0.0|17815|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|7.0|4290|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R001|R001 : Repair threaded holes||OEM REPAIR|3.0|2510|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R007|R007 : Replace OGV configuration I||OEM REPAIR|42.0|96370|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|SB720538|SB720538 : Upgrade to replace cast OGV with forged configuration||OEM REPAIR|42.0|106140|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R008|R008 : Repair fretting on HPT cooling pad||OEM REPAIR|7.0|7530|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R002|R002 : Blend outlet guide vanes||OEM REPAIR|7.0|4020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R016|R016 : Diameters M and S repair with T-800 coating||OEM REPAIR|0.0|14020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R015|R015 : Repair of aft case inner diameter||OEM REPAIR|0.0|6270|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R012|R012 : Aft End Replacement||OEM REPAIR|28.0|106980|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R019|R019 : Weld Repair of OGV Inner Wall||OEM REPAIR|7.0|25755|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R023|R023 : Thermal spray for the inner band wall of the outlet guide vane||OEM REPAIR|7.0|9465|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R028|R028 : Replacement of the Outlet Guide Vane Diffuser||OEM REPAIR|90.0|85935|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R026|R026 : Inner wall blend repair||OEM REPAIR|28.0|5500|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G02|R027|R027 : Repair of Damaged Jackscrew Holes||OEM REPAIR|0.0|1325|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R006|R006 : Dimensional restoration||OEM REPAIR|0.0|17815|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|7.0|4290|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R001|R001 : Repair threaded holes||OEM REPAIR|3.0|2510|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R007|R007 : Replace OGV configuration I||OEM REPAIR|42.0|96370|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|SB720538|SB720538 : Upgrade to replace cast OGV with forged configuration||OEM REPAIR|42.0|106140|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R008|R008 : Repair fretting on HPT cooling pad||OEM REPAIR|7.0|7530|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R002|R002 : Blend outlet guide vanes||OEM REPAIR|7.0|4020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R016|R016 : Diameters M and S repair with T-800 coating||OEM REPAIR|0.0|14020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R015|R015 : Repair of aft case inner diameter||OEM REPAIR|0.0|6270|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R012|R012 : Aft End Replacement||OEM REPAIR|28.0|106980|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R019|R019 : Weld Repair of OGV Inner Wall||OEM REPAIR|7.0|25755|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R023|R023 : Thermal spray for the inner band wall of the outlet guide vane||OEM REPAIR|7.0|9465|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R028|R028 : Replacement of the Outlet Guide Vane Diffuser||OEM REPAIR|90.0|85935|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R026|R026 : Inner wall blend repair||OEM REPAIR|28.0|5500|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1784M18G01|R027|R027 : Repair of Damaged Jackscrew Holes||OEM REPAIR|0.0|1325|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|R006|R006 : Dimensional restoration||OEM REPAIR|0.0|17815|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|CINSP|CINSP : Clean and serviceability inspection||OEM REPAIR|7.0|4290|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|R001|R001 : Repair threaded holes||OEM REPAIR|3.0|2510|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|R007|R007 : Replace OGV configuration I||OEM REPAIR|42.0|96370|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|SB720538|SB720538 : Upgrade to replace cast OGV with forged configuration||OEM REPAIR|42.0|106140|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|R008|R008 : Repair fretting on HPT cooling pad||OEM REPAIR|7.0|7530|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|R002|R002 : Blend outlet guide vanes||OEM REPAIR|7.0|4020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|R016|R016 : Diameters M and S repair with T-800 coating||OEM REPAIR|0.0|14020|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|R015|R015 : Repair of aft case inner diameter||OEM REPAIR|0.0|6270|0.0|1|CASE, COMBUSTION|
2019|GE|CFM56-5B|Combustor, HPT|CASE, COMBUSTION|72-41-01|411|ACSC|1668M39G05|R012|R012 : Aft End Replacement||OEM REPAIR|28.0|106980|0.0|1|CASE, COMBUSTION|
